Datetime,Close,High,Low,Open,Volume
2025-10-16 00:00:00,3982.90283203125,3996.973876953125,3979.42626953125,3989.716064453125,0
2025-10-16 01:00:00,4010.8154296875,4011.351806640625,3984.198974609375,3984.198974609375,0
2025-10-16 02:00:00,4034.482421875,4034.482421875,4003.35986328125,4014.3974609375,507895808
2025-10-16 03:00:00,4021.087646484375,4036.984130859375,4021.087646484375,4033.7919921875,0
2025-10-16 04:00:00,4004.809814453125,4031.02978515625,3997.82568359375,4015.68798828125,0
2025-10-16 05:00:00,3996.882080078125,4019.396484375,3991.2646484375,4002.078125,544894976
2025-10-16 06:00:00,4041.2197265625,4045.741455078125,3997.143310546875,3998.305419921875,0
2025-10-16 07:00:00,4001.2470703125,4045.238037109375,3998.85791015625,4042.823974609375,0
2025-10-16 08:00:00,3998.071533203125,4006.169189453125,3987.76953125,4004.47705078125,0
2025-10-16 09:00:00,4032.219482421875,4041.231201171875,3951.739013671875,3996.02197265625,473075712
2025-10-16 10:00:00,4050.451904296875,4072.0498046875,4032.101806640625,4032.101806640625,955219968
2025-10-16 11:00:00,4061.8603515625,4062.2783203125,4038.56494140625,4050.43408203125,0
2025-10-16 12:00:00,4061.6640625,4078.535888671875,4043.408935546875,4063.2958984375,0
2025-10-16 13:00:00,4021.66259765625,4066.60302734375,4021.66259765625,4057.842529296875,0
2025-10-16 14:00:00,4018.3662109375,4056.156982421875,3981.28271484375,4023.0341796875,1270759424
2025-10-16 15:00:00,3900.773193359375,4022.606201171875,3900.773193359375,4018.207275390625,1038000128
2025-10-16 16:00:00,3950.2333984375,3950.2333984375,3860.99462890625,3909.429931640625,2914123776
2025-10-16 17:00:00,3921.016845703125,3963.669189453125,3921.016845703125,3963.669189453125,217939968
2025-10-16 18:00:00,3900.850830078125,3922.36181640625,3887.367431640625,3922.36181640625,1900601344
2025-10-16 19:00:00,3871.479736328125,3905.8251953125,3855.837158203125,3905.8251953125,0
2025-10-16 20:00:00,3847.782470703125,3877.841796875,3829.741455078125,3869.720703125,0
2025-10-16 21:00:00,3880.93994140625,3881.0380859375,3847.09619140625,3854.980224609375,0
2025-10-16 22:00:00,3866.418212890625,3885.38720703125,3866.418212890625,3885.38720703125,923955200
2025-10-16 23:00:00,3894.2587890625,3896.564208984375,3865.75146484375,3865.75146484375,252067840
2025-10-17 00:00:00,3924.6591796875,3925.869384765625,3892.17822265625,3895.26318359375,839888896
2025-10-17 01:00:00,3918.811279296875,3949.953125,3908.944091796875,3926.133544921875,421789696
2025-10-17 02:00:00,3923.32666015625,3927.673095703125,3902.247314453125,3919.58935546875,0
2025-10-17 03:00:00,3934.12158203125,3934.393798828125,3922.281005859375,3923.450927734375,135626752
2025-10-17 04:00:00,3917.208740234375,3934.7548828125,3913.91796875,3933.8564453125,0
2025-10-17 05:00:00,3897.240478515625,3921.779296875,3897.240478515625,3911.929443359375,241205248
2025-10-17 06:00:00,3823.817626953125,3904.373291015625,3814.28173828125,3897.428955078125,1360306176
2025-10-17 07:00:00,3756.770263671875,3820.5859375,3756.770263671875,3820.5859375,2949758976
2025-10-17 08:00:00,3711.265625,3764.23779296875,3706.336669921875,3755.808837890625,4517519360
2025-10-17 09:00:00,3731.972900390625,3765.629638671875,3709.206787109375,3709.206787109375,1891151872
2025-10-17 10:00:00,3723.173095703125,3735.666259765625,3678.620361328125,3727.126953125,485822464
2025-10-17 11:00:00,3776.476318359375,3810.036376953125,3724.774169921875,3725.390625,3189043200
2025-10-17 12:00:00,3774.39697265625,3805.82275390625,3773.544189453125,3777.328857421875,0
2025-10-17 13:00:00,3792.322509765625,3802.376708984375,3747.4111328125,3775.582763671875,779395072
2025-10-17 14:00:00,3749.116943359375,3797.30224609375,3721.406982421875,3790.334228515625,514170880
2025-10-17 15:00:00,3793.94287109375,3793.94287109375,3748.06787109375,3750.118896484375,0
2025-10-17 16:00:00,3789.14990234375,3838.7958984375,3786.177978515625,3799.221435546875,0
2025-10-17 17:00:00,3817.15283203125,3823.30615234375,3785.056640625,3788.99267578125,0
2025-10-17 18:00:00,3832.913818359375,3847.201171875,3816.278076171875,3819.25830078125,0
2025-10-17 19:00:00,3832.046630859375,3849.541259765625,3819.215576171875,3836.130126953125,88403968
2025-10-17 20:00:00,3856.3935546875,3861.06201171875,3822.205078125,3829.22265625,0
2025-10-17 21:00:00,3881.413330078125,3881.413330078125,3856.6630859375,3856.6630859375,2492698624
2025-10-17 22:00:00,3855.716552734375,3882.553955078125,3850.12890625,3880.2421875,0
2025-10-17 23:00:00,3832.054931640625,3855.126708984375,3831.576171875,3854.64599609375,0
2025-10-18 00:00:00,3839.896484375,3844.060302734375,3823.323974609375,3832.7978515625,0
2025-10-18 01:00:00,3871.84228515625,3876.864990234375,3841.332763671875,3841.332763671875,0
2025-10-18 02:00:00,3851.8564453125,3880.80810546875,3849.243408203125,3870.203369140625,0
2025-10-18 03:00:00,3870.9228515625,3879.947265625,3852.949462890625,3853.314697265625,176492544
2025-10-18 04:00:00,3845.52783203125,3872.036376953125,3844.38427734375,3872.036376953125,849928192
2025-10-18 05:00:00,3869.300048828125,3869.300048828125,3845.24365234375,3845.24365234375,0
2025-10-18 06:00:00,3874.81640625,3876.4462890625,3864.070068359375,3867.59912109375,0
2025-10-18 07:00:00,3887.0888671875,3927.129638671875,3873.418212890625,3873.418212890625,0
2025-10-18 08:00:00,3882.1318359375,3902.837646484375,3882.1318359375,3892.351318359375,0
2025-10-18 09:00:00,3879.270751953125,3887.016357421875,3870.812744140625,3878.28955078125,0
2025-10-18 10:00:00,3875.547119140625,3891.948974609375,3866.776123046875,3879.80810546875,0
2025-10-18 11:00:00,3881.768798828125,3881.79052734375,3872.193603515625,3876.958984375,0
2025-10-18 12:00:00,3884.68115234375,3894.41357421875,3876.21337890625,3882.7939453125,0
2025-10-18 13:00:00,3865.72021484375,3884.745361328125,3859.86767578125,3884.745361328125,0
2025-10-18 14:00:00,3875.1982421875,3881.066162109375,3854.7216796875,3866.52783203125,0
2025-10-18 15:00:00,3878.840576171875,3880.627197265625,3867.36474609375,3877.478271484375,0
2025-10-18 16:00:00,3867.446044921875,3882.744140625,3856.11474609375,3879.676513671875,0
2025-10-18 17:00:00,3890.288818359375,3890.64501953125,3862.25830078125,3866.8662109375,0
2025-10-18 18:00:00,3888.339599609375,3896.513916015625,3885.888916015625,3894.98046875,0
2025-10-18 19:00:00,3893.326904296875,3894.26318359375,3885.833984375,3889.23779296875,0
2025-10-18 20:00:00,3891.03662109375,3903.0224609375,3888.578857421875,3894.271240234375,0
2025-10-18 21:00:00,3895.932861328125,3895.932861328125,3872.3330078125,3889.396484375,0
2025-10-18 22:00:00,3887.200439453125,3895.189208984375,3885.893798828125,3891.141845703125,0
2025-10-18 23:00:00,3889.313720703125,3890.742919921875,3883.745849609375,3887.209228515625,676290560
2025-10-19 00:00:00,3870.3232421875,3892.140869140625,3864.624267578125,3890.123779296875,0
2025-10-19 01:00:00,3874.306396484375,3876.80517578125,3859.748291015625,3869.387451171875,177633280
2025-10-19 02:00:00,3873.496337890625,3875.86181640625,3866.955322265625,3875.86181640625,0
2025-10-19 03:00:00,3905.444091796875,3905.62353515625,3870.660400390625,3873.843505859375,205012992
2025-10-19 04:00:00,3902.494873046875,3905.893798828125,3893.93115234375,3905.893798828125,903213056
2025-10-19 05:00:00,3897.31982421875,3918.3525390625,3896.40283203125,3902.786865234375,0
2025-10-19 06:00:00,3881.709228515625,3900.52978515625,3877.03369140625,3898.057373046875,144029696
2025-10-19 07:00:00,3887.497802734375,3891.5673828125,3879.84130859375,3881.80712890625,0
2025-10-19 08:00:00,3865.230224609375,3936.160400390625,3848.26806640625,3888.273681640625,712751104
2025-10-19 09:00:00,3917.3095703125,3925.128662109375,3852.844482421875,3864.4765625,681705472
2025-10-19 10:00:00,3929.144775390625,3947.909423828125,3908.6494140625,3915.060302734375,2093309952
2025-10-19 11:00:00,3926.98388671875,3950.59765625,3920.863037109375,3933.64404296875,0
