Date,Close,High,Low,Open,Volume,atr,hull_sma,hull_sma_gradient,label
2018-03-13,690.8270263671875,713.7349853515625,682.3499755859375,698.1530151367188,1425959936,54.6656143604774,802.2910809574223,-12.409394334555145,0
2018-03-14,614.291015625,702.7839965820312,594.0999755859375,691.218994140625,1810560000,61.86806857855958,787.8926442585223,-14.398436698900014,0
2018-03-15,611.3040161132812,620.6160278320312,579.5050048828125,614.8389892578125,1770460032,59.10046249464747,772.3944290610359,-15.498215197486388,0
2018-03-16,601.666015625,623.1680297851562,587.8619995117188,611.7780151367188,1417350016,55.92787153181948,756.2403606570961,-16.154068403939846,0
2018-03-17,552.7789916992188,609.1510009765625,549.0960083007812,601.677978515625,1267810048,56.47815435101438,738.6258819877382,-17.614478669357823,0
2018-03-18,538.6439819335938,551.6400146484375,460.0880126953125,551.6400146484375,2685499904,61.306530971399965,720.0327662675719,-18.593115720166338,0
2018-03-19,556.7260131835938,558.0999755859375,519.1229858398438,546.6259765625,2046790016,58.329258808025806,701.7379851711007,-18.294781096471183,0
2018-03-20,557.1749877929688,567.0900268554688,521.2039794921875,556.7219848632812,1833680000,56.67016394872653,684.1039271784568,-17.634057992643875,0
2018-03-21,561.7319946289062,589.6069946289062,550.572021484375,559.0999755859375,1781270016,54.31880517483383,667.4828212571989,-16.621105921257936,0
2018-03-22,539.7020263671875,577.5659790039062,523.0889892578125,562.10302734375,1523459968,54.33989645100182,651.3320689529846,-16.15075230421428,0
2018-03-23,539.6190185546875,540.4869995117188,512.1270141601562,539.864013671875,1596349952,50.87590830440991,635.9009041443151,-15.431164808669564,0
2018-03-24,526.4390258789062,545.3820190429688,526.0800170898438,542.572021484375,1300009984,46.66605412423859,620.9693748850815,-14.93152925923357,0
2018-03-25,524.2869873046875,535.8209838867188,515.6589965820312,522.7030029296875,1151170048,43.13217854829845,606.6932737365381,-14.276101148543376,0
2018-03-26,489.9509887695313,526.3790283203125,470.4400024414063,524.2869873046875,1638880000,44.83975819237948,592.2430364336786,-14.450237302859477,0
2018-03-27,450.1159973144531,491.4590148925781,449.9710083007813,489.5899963378906,1617939968,44.39285797896846,576.8996051637769,-15.343431269901771,0
2018-03-28,446.2789916992188,466.21099853515625,444.8609924316406,450.2909851074219,1514179968,41.32047772890808,561.2251196452112,-15.674485518565689,0
2018-03-29,385.9679870605469,450.81298828125,385.81298828125,448.0750122070313,1970230016,44.477747365053666,543.9941201839341,-17.230999461277065,1
2018-03-30,394.6449890136719,409.9289855957031,368.6329956054688,385.9049987792969,1878130048,44.05351304841109,526.3835657617261,-17.610554422207997,1
2018-03-31,396.4570007324219,418.4679870605469,392.9530029296875,395.0039978027344,1323920000,41.581709192737534,509.0110036827481,-17.372562078978035,1
2018-04-01,379.6069946289063,400.5280151367188,363.8049926757813,397.2539978027344,1256930048,40.9338842951642,491.7595907561406,-17.251412926607486,1
2018-04-02,386.4249877929688,395.1709899902344,377.5929870605469,379.6990051269531,1102259968,37.819766779767306,475.226478674198,-16.53311208194259,1
2018-04-03,416.89300537109375,418.9679870605469,383.5320129394531,387.31201171875,1363399936,37.50192775861083,460.48229235500105,-14.744186319196956,1
2018-04-04,380.5429992675781,417.4719848632813,375.30999755859375,416.4849853515625,1287730048,38.12326903142107,446.30377915024724,-14.178513204753813,1
2018-04-05,383.2319946289063,387.7160034179688,369.8160095214844,379.9469909667969,1210680064,35.42683234676285,432.9620491397461,-13.341730010501124,1
2018-04-06,370.2850036621094,385.1950073242188,366.9110107421875,382.7309875488281,967105984,33.141120911465315,420.1758750353589,-12.786174104387214,1
2018-04-07,385.3139953613281,393.0589904785156,369.9360046386719,370.3800048828125,951475008,31.805369568582442,408.5428315294764,-11.633043505882483,1
2018-04-08,400.5079956054688,402.5899963378906,385.60198974609375,385.7430114746094,948488000,29.868120422979786,398.4500162460514,-10.092815283425011,1
2018-04-09,398.5260009765625,429.2510070800781,390.6099853515625,400.8569946289063,1478390016,31.03784059705123,389.6347141561763,-8.815302089875104,1
2018-04-10,414.2430114746094,415.8880004882813,393.8789978027344,399.4110107421875,1196000000,29.83399554218399,382.39552372323715,-7.239190432939154,1
2018-04-11,430.5400085449219,430.5400085449219,412.4710083007813,415.0239868164063,1439040000,28.265329502444867,376.9168544595098,-5.47866926372734,1
2018-04-12,492.9410095214844,493.0580139160156,417.4129943847656,430.1610107421875,2519360000,34.58262150628555,374.6052492739277,-2.3116051855820956,1
2018-04-13,492.7349853515625,526.469970703125,482.6589965820313,493.1600036621094,2419249920,35.8130685215933,374.55418509040487,-0.05106418352283981,1
2018-04-14,501.4779968261719,512.0239868164062,488.2789916992188,492.5799865722656,1519079936,34.20399206767252,376.3479779955286,1.7937929051237234,1
2018-04-15,531.7020263671875,531.7020263671875,502.8800048828125,502.8800048828125,1726089984,33.6733303974516,380.27462043377295,3.9266424382443574,0
2018-04-16,511.1470031738281,534.197021484375,500.25,532.073974609375,1758979968,33.709822542374724,385.02515487356277,4.750534439789817,0
2018-04-17,502.8940124511719,518.031005859375,502.5639953613281,511.1449890136719,1760359936,31.277447603131012,390.0372159358194,5.012061062256635,0
2018-04-18,524.7890014648438,525.0919799804688,503.0450134277344,503.3089904785156,1762940032,30.066850259953128,395.7827192205716,5.745503284752203,0
2018-04-19,567.8889770507812,567.8889770507812,523.2620239257812,524.0380249023438,2256869888,32.008197308626045,403.1730253045082,7.3903060839365935,0
2018-04-20,615.718017578125,618.7150268554688,560.2830200195312,567.989013671875,2849469952,35.53137191226757,412.9265502151918,9.753524910683609,0
2018-04-21,605.39501953125,621.8880004882812,578.5499877929688,616.0040283203125,2612460032,36.5722573500069,423.8111903505285,10.884640135336667,0
2018-04-22,621.8599853515625,640.7670288085938,593.8690185546875,606.1190185546875,2426269952,37.94902440386015,435.72453956053744,11.91334921000896,0
2018-04-23,642.5479736328125,646.7000122070312,621.0349731445312,621.198974609375,2386830080,36.311159691678796,448.6915160415374,12.96697648099996,0
2018-04-24,708.1580200195312,708.875,643.3980102539062,643.3980102539062,3581860096,40.31327524841329,463.98969533235646,15.298179290819064,0
2018-04-25,615.416015625,707.06201171875,600.2119750976562,707.06201171875,4216140032,49.33097787154152,477.8976157805491,13.907920448192613,0
2018-04-26,662.8090209960938,663.1810302734375,604.0070190429688,618.0789794921875,2984009984,50.643382319398484,491.9178842880159,14.020268507466824,0
2018-04-27,647.031982421875,684.8679809570312,647.031982421875,662.1090087890625,2598129920,48.935731148166184,505.2614060267159,13.34352173870002,0
2018-04-28,683.677978515625,691.4420166015625,644.64599609375,644.64599609375,2496659968,48.65043639611903,518.9043358706106,13.642929843894649,0
2018-04-29,688.8809814453125,697.7559814453125,670.5130004882812,683.9119873046875,2740559872,45.796109004240655,532.6030930478967,13.698757177286097,0
2018-04-30,669.9240112304688,694.4390258789062,666.1170043945312,689.760986328125,2853100032,43.46623066825857,545.4951783266945,12.892085278797822,0
2018-05-01,673.6129760742188,674.4030151367188,637.5399780273438,670.4630126953125,2678960128,42.58580486040743,557.6564909272934,12.161312600598876,0
2018-05-02,687.1489868164062,688.8419799804688,667.4199829101562,674.0750122070312,2822269952,39.763963821728105,569.4356392977675,11.779148370474104,0
2018-05-03,779.5430297851562,784.3410034179688,686.5910034179688,686.5910034179688,4210939904,47.49543531216435,583.3373839128544,13.901744615086955,0
2018-05-04,785.6240234375,803.7459716796875,762.6320190429688,776.7750244140625,3533410048,46.644570955438276,598.5486252364624,15.211241323607965,0
2018-05-05,816.1199951171875,827.4550170898438,784.2369995117188,784.5830078125,3035040000,46.18769717179651,615.1813168959216,16.63269165945917,0
2018-05-06,792.3109741210938,835.0570068359375,764.8829956054688,816.0880126953125,3105570048,49.38587237961948,631.7207137321398,16.539396836218202,0
2018-05-07,753.7249755859375,795.7579956054688,710.177978515625,793.3389892578125,4316120064,54.21175834098272,646.7082181928583,14.987504460718583,0
2018-05-08,752.8569946289062,774.2490234375,728.1290283203125,755.0089721679688,2920489984,53.132856577810024,660.2615374915679,13.553319298709539,-1
2018-05-09,752.2750244140625,759.5289916992188,718.4719848632812,752.9019775390625,2877870080,51.52274327889369,672.5000904588172,12.238552967249348,-1
2018-05-10,727.2769775390625,766.7479858398438,726.6640014648438,752.5789794921875,2748950016,49.997575425041205,682.8340912791463,10.334000820329038,-1
2018-05-11,679.5859985351562,736.9769897460938,669.8250122070312,727.0130004882812,3290080000,52.28482904024405,690.2524387490262,7.418347469879905,0
2018-05-12,686.0479736328125,691.4110107421875,644.0659790039062,679.8770141601562,2668480000,51.626189399982344,695.6819772338915,5.429538484865361,0
2018-05-13,733.4959716796875,741.31201171875,675.3189697265625,687.1749877929688,2362500096,53.5417697456097,700.9752895413515,5.293312307459928,-1
2018-05-14,730.5490112304688,742.1699829101562,695.7919921875,732.7329711914062,3005110016,52.586599209215905,705.9563888383622,4.981099297010701,-1
2018-05-15,708.8709716796875,739.052001953125,700.9949951171875,731.1430053710938,2523069952,50.649320226112124,709.9749849096693,4.018596071307115,-1
2018-05-16,707.0499877929688,710.2000122070312,682.541015625,708.0869750976562,2476130048,47.58394374023467,713.1776063302345,3.202621420565265,-1
2018-05-17,672.656982421875,718.8330078125,668.833984375,708.718017578125,2350619904,47.90595436653672,714.7494150568889,1.5718087266543534,0
2018-05-18,694.3670043945312,695.031005859375,663.8090209960938,672.1019897460938,2305740032,45.68142509943599,715.7788809124022,1.0294658555133083,0
2018-05-19,696.530029296875,715.5780029296875,686.791015625,695.072021484375,2021549952,43.428833393469525,716.461999324685,0.6831184122828518,0
2018-05-20,715.3690185546875,723.7529907226562,692.6690063476562,697.9229736328125,2156910080,41.782853524340254,717.4187262446167,0.9567269199316115,-1
2018-05-21,699.2219848632812,719.2780151367188,692.4940185546875,717.1929931640625,2005170048,39.78300593203239,718.0639435684138,0.6452173237971692,-1
2018-05-22,647.7410278320312,700.9760131835938,644.0260009765625,700.177978515625,2230469888,42.07194010203224,716.992719646889,-1.0712239215248474,0
2018-05-23,583.5850219726562,651.635986328125,572.9520263671875,646.6699829101562,2995429888,46.95354274988627,712.9217245911082,-4.070995055780827,0
2018-05-24,601.7550048828125,610.8179931640625,557.2059936523438,584.5360107421875,2791099904,47.841336984797266,707.4029164186704,-5.51880817243773,0
2018-05-25,586.7340087890625,617.1859741210938,575.6240234375,602.1400146484375,2110919936,47.00408547797013,700.5795040222462,-6.82341239642426,0
2018-05-26,587.280029296875,606.1749877929688,583.5120239257812,587.426025390625,1694300032,43.75860259653245,693.0265219128225,-7.552982109423624,0
