Date,Close,High,Low,Open,Volume,atr,hull_sma,hull_sma_gradient,label
2017-11-09,320.8840026855469,329.4519958496094,307.0559997558594,308.6449890136719,893249984,22.39599609375,320.8840026855469,,0
2017-11-10,299.25299072265625,324.7179870605469,294.5419921875,320.6709899902344,885985984,23.433329264322918,320.26410943170833,-0.6198932538385407,0
2017-11-11,314.6809997558594,319.4530029296875,298.1919860839844,298.58599853515625,842300992,23.143687608506948,319.67710686523606,-0.5870025664722789,1
2017-11-12,307.9079895019531,319.15301513671875,298.51300048828125,314.69000244140625,1613479936,22.809864547164356,318.932044489896,-0.7450623753400691,1
2017-11-13,316.71600341796875,328.4150085449219,307.0249938964844,307.0249938964844,1041889984,22.62055122733411,318.34870666101176,-0.5833378288842255,1
2017-11-14,337.6310119628906,340.177001953125,316.76300048828125,316.76300048828125,1069680000,22.732610868377062,318.4889011500069,0.140194488995121,1
2017-11-15,333.35699462890625,340.9119873046875,329.81298828125,337.9639892578125,722665984,21.18146262238512,318.9980300882378,0.5091289382309014,0
2017-11-16,330.92401123046875,336.15899658203125,323.6059875488281,333.4429931640625,797254016,20.03100214382752,319.67811382105975,0.68008373282197,0
2017-11-17,332.3940124511719,334.9639892578125,327.52301025390625,330.1669921875,621732992,18.35233239183802,320.50174557910503,0.8236317580452805,0
2017-11-18,347.61199951171875,349.6159973144531,327.68701171875,331.9800109863281,649638976,18.8292194856867,321.84078310428373,1.3390375251786963,0
2017-11-19,354.385986328125,371.2909851074219,344.739990234375,347.4010009765625,1181529984,19.858789537334722,323.69531051051285,1.8545274062291242,0
2017-11-20,366.7300109863281,372.1369934082031,353.2890014648437,354.093994140625,807027008,19.724016524804682,326.21297315653345,2.5176626460205966,0
2017-11-21,360.4010009765625,372.4700012207031,350.6929931640625,367.4429931640625,949912000,19.997748729049473,328.94401031370865,2.7310371571751944,0
2017-11-22,380.6520080566406,381.4200134277344,360.1470031738281,360.31201171875,800819008,20.167783599030376,332.3376301056339,3.393619791925232,0
2017-11-23,410.1659851074219,425.5480041503906,376.0880126953125,381.4389953613281,1845680000,24.073411313170077,336.9505574301061,4.612927324472196,0
2017-11-24,474.9110107421875,480.9729919433594,402.7579956054688,412.5010070800781,2292829952,31.292289316466142,344.14427818509387,7.193720754987794,0
2017-11-25,466.2760009765625,485.1919860839844,461.0530090332031,475.6759948730469,1422080000,30.33851434770816,352.6860762225863,8.541798037492413,0
2017-11-26,471.3299865722656,472.7229919433594,451.6059875488281,465.9739990234375,1197779968,29.10897968728457,362.094165904152,9.408089681565741,0
2017-11-27,480.3550109863281,493.4049987792969,468.4849853515625,471.531005859375,1396480000,28.550450852677876,372.13214121646575,10.037975312313733,0
2017-11-28,472.9020080566406,482.4800109863281,466.3469848632813,480.51800537109375,1346499968,26.8947942220604,382.1505312230576,10.018390006591858,0
2017-11-29,427.5230102539063,522.3070068359375,425.0710144042969,473.281005859375,2675940096,36.27362065000443,390.61788844338696,8.467357220329347,0
2017-11-30,447.114013671875,465.49700927734375,401.2430114746094,431.2149963378906,1903040000,40.00433760370176,398.3842082329369,7.766319789549925,0
2017-12-01,466.5400085449219,472.6090087890625,428.31201171875,445.2090148925781,1247879936,40.57669219924986,406.0404727021177,7.656264469180826,0
2017-12-02,463.4490051269531,476.239013671875,456.6530151367188,466.85101318359375,943649984,37.77793304403737,413.3467325728012,7.306259870683505,0
2017-12-03,465.8529968261719,482.8139953613281,451.85198974609375,463.7049865722656,990556992,36.86914272019697,420.3037061512428,6.956973578441591,0
2017-12-04,470.2040100097656,474.7770080566406,453.31201171875,466.0539855957031,1005550016,34.81525653588946,426.9749028457984,6.67119669455559,0
2017-12-05,463.281005859375,473.5580139160156,457.6600036621094,470.29400634765625,1216720000,32.29295703162503,433.08645871963915,6.111555873840757,0
2017-12-06,428.5880126953125,462.7080078125,420.2099914550781,462.60400390625,1998259968,33.730031347981274,437.667652293438,4.581193573798828,0
2017-12-07,434.4079895019531,441.3970031738281,414.4110107421875,426.3689880371094,2129570048,32.83082615913585,441.2509285148072,3.5832762213692035,0
2017-12-08,456.031005859375,466.06201171875,422.3670043945313,434.989013671875,2336379904,34.27938364781357,444.6754912299629,3.42456271515573,0
2017-12-09,473.50201416015625,504.1470031738281,456.25299072265625,457.343994140625,2003849984,36.12426547003217,448.39912915448133,3.723637924518414,0
2017-12-10,441.7210083007813,472.78900146484375,429.5140075683594,472.78900146484375,1404179968,37.172764286267466,451.31613183093367,2.9170026764523413,0
2017-12-11,515.135986328125,516.968994140625,439.10400390625,440.3580017089844,1771440000,42.5983944126818,455.7041625196923,4.388030688758647,0
2017-12-12,651.4310302734375,657.3179931640625,504.4939880371094,522.2860107421875,5179829760,57.29514250791797,464.8873477768445,9.18318525715216,0
2017-12-13,702.7670288085938,747.9929809570312,597.7979736328125,644.906005859375,4524539904,69.68179115009141,478.59143722196114,13.704089445116665,0
2017-12-14,695.8159790039062,753.1209716796875,664.989013671875,700.593994140625,3821580032,72.14181339778756,494.8539411242921,16.262503902330934,0
2017-12-15,684.447998046875,697.1320190429688,621.0609741210938,696.3759765625,2758710016,72.66571093433255,512.1472662217443,17.293325097452225,0
2017-12-16,696.208984375,718.385009765625,680.7860107421875,686.1920166015625,2165690112,67.99014934621322,530.0650429330308,17.91777671128648,0
2017-12-17,719.9749755859375,735.8250122070312,696.2369995117188,696.2369995117188,2147389952,64.20693314432228,548.657290212984,18.5922472799532,0
2017-12-18,794.64501953125,803.927978515625,689.2310180664062,721.7319946289062,3249230080,70.93893678497514,569.3993688519273,20.742078638943326,0
2017-12-19,826.822998046875,881.9439697265625,785.3419799804688,793.9010009765625,4096549888,74.36067717979095,592.0299134848565,22.630544632929173,0
2017-12-20,819.0859985351562,845.06201171875,756.0040283203125,827.5159912109375,3969939968,76.32031800894383,615.1807273879051,23.15081390304863,0
2017-12-21,821.06298828125,880.5430297851562,792.6890258789062,820.2360229492188,3569060096,77.85814279525133,638.1809382854265,23.000210897521356,0
2017-12-22,674.8599853515625,827.6829833984375,543.7620239257812,822.6430053710938,4977710080,105.33318501890533,656.3265696553784,18.145631369951957,0
2017-12-23,719.3870239257812,763.89501953125,679.7310180664062,681.3159790039062,2480339968,103.16009824034295,671.978930789823,15.652361134444618,0
2017-12-24,694.1480102539062,721.7689819335938,614.9219970703125,721.7689819335938,2300549888,103.6516831234014,684.8072652273916,12.828334437568515,0
2017-12-25,765.833984375,782.52099609375,698.8699951171875,698.8699951171875,2491760128,101.61452348559372,697.4267525082948,12.619487280903286,0
2017-12-26,773.8359985351562,786.7899780273438,760.9349975585938,763.3699951171875,2201159936,91.5132510833479,709.8027943464358,12.376041838140964,0
2017-12-27,762.8419799804688,789.2529907226562,738.4130249023438,774.969970703125,2100029952,86.09014638160986,721.3721332616127,11.5693389151769,0
2017-12-28,737.0230102539062,763.3189697265625,701.18701171875,762.2080078125,2389149952,82.89572126510355,731.3428890644143,9.970755802801591,0
2017-12-29,753.5919799804688,770.1170043945312,729.6079711914062,740.3889770507812,2648969984,77.24416285683974,740.4249081067863,9.082019042372053,0
2017-12-30,717.2570190429688,753.8150024414062,685.2310180664062,753.8150024414062,3187780096,76.08947239259444,747.6070409970723,7.1821328902859705,0
2017-12-31,756.7329711914062,760.3480224609375,710.1190185546875,712.2119750976562,2554269952,72.64140992774853,754.4144832323733,6.807442235300982,0
2018-01-01,772.6409912109375,782.530029296875,742.0040283203125,755.7570190429688,2595760128,68.35935540092372,761.2224116520445,6.807928419671157,0
2018-01-02,884.4439697265625,914.8300170898438,772.3460083007812,772.3460083007812,5783349760,78.24264251934223,771.0353472186013,9.812935566556803,0
2018-01-03,962.719970703125,974.4710083007812,868.4509887695312,886.0,5093159936,81.94629278759659,784.8761025986762,13.840755380074938,0
2018-01-04,980.9219970703124,1045.0799560546875,946.0859985351562,961.7130126953124,6502859776,84.21931475185455,801.6290053035532,16.752902704876988,0
2018-01-05,997.719970703125,1075.3900146484375,956.3250122070312,975.75,6683149824,88.8654064437948,820.4238668098942,18.79486150634102,0
2018-01-06,1041.6800537109375,1060.7099609375,994.6220092773438,995.1539916992188,4662219776,85.828412472643,841.396401792913,20.972534983018818,0
2018-01-07,1153.1700439453125,1153.1700439453125,1043.010009765625,1043.010009765625,5569880064,89.24995617420727,866.5229515726451,25.126549779732045,0
2018-01-08,1148.530029296875,1266.9300537109375,1016.0499877929688,1158.260009765625,8450970112,110.80063747337547,893.728341714635,27.205390141989938,0
2018-01-09,1299.739990234375,1320.97998046875,1145.489990234375,1146.0,7965459968,119.42588450817541,926.0110313302058,32.2826896155708,0
2018-01-10,1255.8199462890625,1417.3800048828125,1226.5999755859375,1300.3399658203125,9214950400,128.93977048000204,959.7081225259049,33.697091195699045,0
2018-01-11,1154.9300537109375,1337.300048828125,1135.1700439453125,1268.0899658203125,7235899904,138.69846840037675,990.6488531680907,30.940730642185827,0
2018-01-12,1273.199951171875,1296.0400390625,1120.0899658203125,1158.2900390625,5222300160,143.66534904595153,1022.3243709180076,31.675517749916935,0
2018-01-13,1396.4200439453125,1432.8800048828125,1270.469970703125,1270.469970703125,5746760192,146.16464039711633,1057.2415650372998,34.91719411929216,0
2018-01-14,1366.77001953125,1400.56005859375,1286.2099609375,1397.47998046875,4841630208,141.92270136500082,1092.6546036114423,35.41303857414255,0
2018-01-15,1291.9200439453125,1390.5899658203125,1290.5999755859375,1365.2099609375,4781100032,136.3316732142507,1125.3775389356447,32.72293532420235,0
2018-01-16,1053.68994140625,1292.6300048828125,875.5449829101562,1292.6300048828125,8405139968,173.76545304870479,1148.6101640497773,23.23262511413259,0
2018-01-17,1014.25,1090.22998046875,780.9219970703125,1061.3399658203125,8545160192,191.83779042866917,1163.6187975210105,15.008633471233225,0
2018-01-18,1036.280029296875,1100.31005859375,967.7589721679688,1016.4400024414062,5938319872,183.93289656161744,1173.217447606978,9.59865008596762,0
2018-01-19,1039.0999755859375,1093.219970703125,1003.7100219726562,1028.8199462890625,4084450048,171.34317018413097,1178.9019724036461,5.684524796668029,0
2018-01-20,1155.1500244140625,1167.1099853515625,1044.949951171875,1044.949951171875,3975190016,165.56541546166352,1185.0296481047058,6.127675701059616,0
2018-01-21,1049.5799560546875,1155.6800537109375,1021.5,1155.6800537109375,3378089984,161.3807005615667,1188.2170115964395,3.1873634917337768,0
2018-01-22,1003.260009765625,1089.0999755859375,930.7410278320312,1055.3499755859375,3810099968,160.97780018721198,1187.9192781013203,-0.29773349511924607,0
2018-01-23,986.22900390625,1023.22998046875,920.5399780273438,1004.1699829101562,3556699904,153.20609382110456,1184.6851684170276,-3.2341096842926618,0
2018-01-24,1058.780029296875,1062.43994140625,965.8079833984376,987.4769897460938,3944039936,145.6628757126656,1181.526157106563,-3.1590113104646207,0
2018-01-25,1056.030029296875,1104.6600341796875,1034.739990234375,1063.219970703125,4050190080,135.5638314770185,1178.342206577381,-3.183950529182084,0
2018-01-26,1055.1700439453125,1080.5999755859375,996.7839965820312,1052.699951171875,3617690112,128.66411781393688,1175.122028284159,-3.220178293222034,0
2018-01-27,1107.0699462890625,1121.97998046875,1042.1199951171875,1055.75,3002870016,122.15690015228697,1173.3729726438146,-1.7490556403442952,0
2018-01-28,1246.010009765625,1257.77001953125,1111.780029296875,1111.780029296875,5372329984,125.9626565642737,1176.5875567614091,3.2145841175945407,0
2018-01-29,1182.3599853515625,1256.699951171875,1169.0799560546875,1246.699951171875,3715079936,120.85030170466221,1181.233861191982,4.6463044305728545,-1
2018-01-30,1071.1300048828125,1184.6300048828125,1058.969970703125,1184.1300048828125,4107859968,121.49159936799893,1183.503837457363,2.2699762653810467,0
2018-01-31,1118.31005859375,1128.6600341796875,1034.5,1071.0899658203125,3757560064,117.84739067622408,1185.3911687212312,1.887331263868191,0
2018-02-01,1036.7900390625,1161.3499755859375,984.8189697265624,1119.3699951171875,5261680128,125.67187270064423,1184.5795771647104,-0.8115915565208525,0
2018-02-02,915.7849731445312,1035.77001953125,757.97998046875,1035.77001953125,6713290240,146.09029748639168,1178.4183909531903,-6.161186211520089,0
2018-02-03,964.0189819335938,991.9429931640624,847.6900024414062,919.2109985351562,3243480064,145.84532325122694,1170.071265429478,-8.347125523712293,0
2018-02-04,834.6820068359375,969.031982421875,805.0640258789062,964.6669921875,2997090048,148.26167435679253,1156.6632068538424,-13.40805857563555,0
2018-02-05,697.9509887695312,856.64599609375,644.5989990234375,834.9580078125,4269530112,156.76638405192853,1136.1371418935728,-20.52606496026965,0
2018-02-06,793.1220092773438,796.4390258789062,574.4190063476562,707.7369995117188,6518269952,165.46686878250472,1113.9003202408576,-22.236821652715207,0
2018-02-07,757.0679931640625,851.2000122070312,723.4329833984375,790.427978515625,3896179968,160.44022345264995,1089.9296169523425,-23.970703288515097,0
2018-02-08,817.8070068359375,845.0859985351562,755.843017578125,755.843017578125,3708189952,150.94725778656746,1067.0273531631883,-22.902263789154176,0
2018-02-09,883.864990234375,884.0040283203125,788.833984375,818.47998046875,2495820032,143.5102959410668,1047.2403897848262,-19.78696337836209,0
2018-02-10,860.4149780273438,917.4000244140624,825.5770263671875,882.4669799804688,2930530048,136.6186562218412,1029.3347168406456,-17.90567294418065,0
2018-02-11,814.6599731445312,859.2880249023438,788.2219848632812,859.2880249023438,2486650112,128.02856781413738,1011.7886728503316,-17.546043990313933,0
2018-02-12,868.7069702148438,875.93701171875,817.5079956054688,817.5079956054688,2243450112,119.12836391548157,996.4179416110615,-15.370731239270185,0
2018-02-13,845.2579956054688,870.708984375,828.8369750976562,869.2930297851562,2081170048,108.82751663039653,982.1953012127103,-14.222640398351132,0
2018-02-14,923.5609741210938,926.4290161132812,844.2789916992188,844.2789916992188,2818370048,105.27051766821867,971.3114307508679,-10.883870461842434,0
2018-02-15,936.9760131835938,951.947998046875,911.1110229492188,923.72802734375,2900100096,96.67937865881035,963.3292291166654,-7.982201634202511,0
2018-02-16,944.2100219726562,950.0050048828124,917.8480224609376,934.7860107421876,2369449984,88.0763924938856,957.7083323016293,-5.620896815036076,0
2018-02-17,974.114990234375,976.594970703125,940.7540283203124,944.7479858398438,2525720064,81.11166581240921,954.676581531186,-3.0317507704432956,0
2018-02-18,923.9210205078124,982.9329833984376,915.4450073242188,973.3489990234376,2567290112,79.29517384731717,952.0358415274304,-2.6407400037555817,0
2018-02-19,943.864990234375,957.7769775390624,921.5540161132812,921.6680297851562,2169019904,73.55221219111236,950.2861856073553,-1.7496559200751562,0
2018-02-20,895.3709716796875,965.2650146484376,892.9539794921875,943.5670166015624,2545260032,73.3867219197974,947.7881159060721,-2.498069701283157,0
2018-02-21,849.9710083007812,912.375,830.56298828125,894.135009765625,2531729920,74.51009389299108,943.5279459900465,-4.260169916025575,0
2018-02-22,812.844970703125,875.926025390625,802.6680297851562,849.2620239257812,2150370048,74.34314745465477,937.0913191553151,-6.436626834731442,0
2018-02-23,864.1890258789062,886.3179931640625,794.791015625,811.5850219726562,2334820096,76.63432479924248,930.7812957389363,-6.31002341637884,0
2018-02-24,840.5150146484375,879.531005859375,818.5499877929688,861.593017578125,1926579968,74.54721723486432,924.0195494467902,-6.761746292146086,0
2018-02-25,844.8099975585938,853.14599609375,822.3809814453125,839.458984375,1646960000,68.70959022334074,917.2239690401589,-6.795580406631302,0
2018-02-26,869.3150024414062,880.3920288085938,842.3189697265625,845.2780151367188,2044480000,64.62471940449947,911.2610851128322,-5.962883927326629,0
2018-02-27,878.2650146484375,896.2589721679688,867.0969848632812,870.364990234375,2053980032,59.89635512452455,906.2590529766062,-5.002032136226035,0
2018-02-28,855.198974609375,890.1079711914062,855.1240234375,877.9340209960938,1963980032,56.57470080844211,901.3667870707384,-4.892265905867816,0
2018-03-01,872.2000122070312,880.302001953125,851.9199829101562,856.0120239257812,1868519936,52.815676573045664,897.1493493704612,-4.2174377002771735,0
2018-03-02,856.85302734375,876.3779907226562,852.4219970703125,871.7639770507812,1894419968,48.96771885028541,893.0509689418465,-4.098380428614746,0
2018-03-03,857.2249755859375,868.4539794921875,855.2069702148438,856.7109985351562,1699369984,44.20495757389319,889.1403177836465,-3.9106511581999257,0
2018-03-04,866.677978515625,867.9500122070312,840.280029296875,856.1859741210938,1697939968,42.00029428539493,885.7208109373195,-3.4195068463270673,0
2018-03-05,853.6840209960938,869.9199829101562,853.52001953125,866.8460083007812,1898489984,38.58691683119643,882.3456978256712,-3.375113111648261,0
2018-03-06,816.9509887695312,853.8170166015625,809.9310302734375,853.8170166015625,1943069952,39.29345943078691,878.0289033064585,-4.316794519212749,0
2018-03-07,752.8309936523438,825.6069946289062,726.5469970703125,816.27099609375,2175419904,47.26233118116116,871.3340012816398,-6.694902024818703,0
2018-03-08,704.5960083007812,773.7670288085938,696.1690063476562,752.5700073242188,1891640064,51.30709001846467,861.7900949288208,-9.543906352818908,0
2018-03-09,728.916015625,729.156005859375,648.1069946289062,702.197021484375,2233019904,55.27267951339854,851.221054776368,-10.569040152452885,0
2018-03-10,686.8900146484375,748.031005859375,682.6950073242188,730.1599731445312,1532960000,56.614455382966234,838.9963472322382,-12.224707544129728,0
2018-03-11,723.3389892578125,735.8309936523438,668.1229858398438,685.31201171875,1562680064,58.093595706904075,826.9735678318872,-12.022779400351055,0
2018-03-12,699.8309936523438,742.5139770507812,683.2680053710938,724.406005859375,1764999936,58.247245836608535,814.7004752919775,-12.273092539909726,0
